Id,SalePrice
1734,125095.555
1735,135916.44
1736,121445.98
1737,325809.5
1738,220822.08
1739,294429.7
1740,218868.8
1741,188867.84
1742,171804.64
1743,174945.19
1744,294242.28
1745,239562.86
1746,250781.05
1747,213477.31
1748,220888.86
1749,163038.02
1750,148736.02
1751,223174.86
1752,118547.695
1753,145514.28
1754,198742.02
1755,169062.81
1756,125923.664
1757,116863.266
1758,148521.47
1759,156382.77
1760,162870.56
1761,152884.56
1762,170007.05
1763,168011.45
1764,121600.516
1765,174296.12
1766,165078.7
1767,181243.48
1768,147906.83
1769,166078.31
1770,142312.05
1771,138531.22
1772,137674.98
1773,138070.78
1774,141767.72
1775,134536.53
1776,126261.87
1777,116644.305
1778,138462.08
1779,123804.086
1780,165912.47
1781,133882.66
1782,98542.59
1783,132446.08
1784,108340.98
1785,110980.586
1786,140951.56
1787,159150.81
1788,75632.64
1789,105119.27
1790,90835.47
1791,175903.78
1792,152731.44
1793,141500.75
1794,143331.19
1795,143292.56
1796,132317.95
1797,125143.75
1798,122379.83
1799,116312.6
1800,133151.89
1801,132535.36
1802,141583.34
1803,153728.39
1804,140509.52
1805,134625.9
1806,119620.984
1807,137377.89
1808,120488.41
1809,129882.36
1810,135809.27
1811,111933.805
1812,114137.375
1813,117971.86
1814,99703.84
1815,80232.945
1816,102612.45
1817,135040.14
1818,133062.69
1819,116738.34
1820,82280.89
1821,117975.63
1822,150245.19
1823,67504.0
1824,130324.3
1825,132962.58
1826,104466.38
1827,109497.69
1828,133964.39
1829,118657.04
1830,133413.31
1831,147042.05
1832,115685.734
1833,135909.88
1834,125906.39
1835,143452.98
1836,126646.92
1837,107612.33
1838,131783.83
1839,98790.484
1840,157608.95
1841,142903.64
1842,92738.875
1843,138845.95
1844,135993.75
1845,139652.22
1846,154048.28
1847,175090.64
1848,77732.125
1849,114807.66
1850,122496.02
1851,138218.1
1852,123702.164
1853,135449.98
1854,169212.98
1855,168105.6
1856,216971.75
1857,180843.9
1858,151779.9
1859,125829.97
1860,155815.7
1861,126120.016
1862,268638.94
1863,263083.2
1864,263158.53
1865,303526.9
1866,306431.88
1867,232929.58
1868,287093.1
1869,199771.11
1870,231984.89
1871,247714.42
1872,177405.88
1873,225077.64
1874,139849.97
1875,207254.97
1876,198498.03
1877,211723.78
1878,213030.94
1879,130975.86
1880,135181.28
1881,243900.66
1882,249315.53
1883,198205.19
1884,214518.38
1885,242448.72
1886,283729.1
1887,203809.64
1888,268704.25
1889,173732.77
1890,131424.52
1891,138152.39
1892,105104.49
1893,134525.47
1894,127535.68
1895,141843.27
1896,120846.01
1897,121093.445
1898,116325.664
1899,155400.27
1900,156203.12
1901,166790.75
1902,153249.64
1903,227651.39
1904,143584.11
1905,184174.72
1906,159068.25
1907,204999.12
1908,114164.17
1909,136567.8
1910,128774.03
1911,199162.36
1912,279729.12
1913,140894.95
1914,81949.26
1915,309711.72
1916,75365.66
1917,236709.97
1918,136695.78
1919,160241.6
1920,158256.05
1921,390753.3
1922,306490.06
1923,204178.1
1924,215327.64
1925,223651.89
1926,357687.44
1927,132510.23
1928,158568.92
1929,121609.41
1930,135391.67
1931,137911.03
1932,139429.27
1933,174984.88
1934,180892.77
1935,176924.84
1936,185174.73
1937,181837.42
1938,173658.14
1939,249262.9
1940,196097.83
1941,176570.11
1942,189607.19
1943,194836.48
1944,321185.9
1945,354527.66
1946,173335.02
1947,297684.1
1948,176947.33
1949,234419.58
1950,177912.34
1951,251127.44
1952,227648.56
1953,169788.17
1954,194989.73
1955,145829.97
1956,267928.94
1957,168760.36
1958,292272.0
1959,142658.56
1960,117582.375
1961,122566.91
1962,95238.805
1963,99659.57
1964,115389.875
1965,146778.25
1966,144965.17
1967,293063.84
1968,429713.84
1969,377846.8
1970,410219.16
1971,392017.9
1972,346127.78
1973,280608.22
1974,314425.56
1975,444782.16
1976,285707.62
1977,378029.62
1978,354260.97
1979,336807.53
1980,203638.36
1981,328300.44
1982,222807.73
1983,216095.62
1984,178567.27
1985,211922.52
1986,209474.03
1987,181712.06
1988,180228.62
1989,189124.56
1990,224526.36
1991,216305.03
1992,207343.89
1993,176670.27
1994,238469.67
1995,183449.5
1996,266438.62
1997,300640.47
1998,353054.06
1999,268837.56
2000,310262.47
2001,282067.0
2002,235862.2
2003,250536.39
2004,262584.5
2005,218010.58
2006,216128.8
2007,243248.14
2008,196747.94
2009,196626.2
2010,195149.9
2011,147448.02
2012,179594.31
2013,184440.34
2014,189427.58
2015,200037.73
2016,196505.3
2017,200570.55
2018,126144.99
2019,129280.29
2020,121543.45
2021,112466.305
2022,176687.56
2023,141403.27
2024,244918.83
2025,345327.66
2026,184540.19
2027,154074.48
2028,175108.42
2029,175984.66
2030,267713.06
2031,226997.03
2032,238926.72
2033,247838.97
2034,170899.6
2035,206527.16
2036,186932.03
2037,189856.92
2038,288773.88
2039,215944.64
2040,328218.2
2041,264987.03
2042,201278.27
2043,166520.6
2044,177385.53
2045,204625.28
2046,147398.66
2047,148015.11
2048,138078.56
2049,136516.72
2050,177140.47
2051,108516.46
2052,137731.19
2053,144422.23
2054,95389.086
2055,159348.53
2056,138179.14
2057,126187.0
2058,203303.4
2059,142004.98
2060,159817.23
2061,167381.66
2062,139832.03
2063,114849.266
2064,140173.8
2065,123942.2
2066,166645.2
2067,132307.61
2068,142196.58
2069,93087.28
2070,107435.43
2071,104041.07
2072,132975.19
2073,137640.73
2074,171340.0
2075,144796.75
2076,119434.21
2077,147959.55
2078,127511.48
2079,132867.4
2080,121196.45
2081,125163.516
2082,135821.3
2083,138143.0
2084,112020.95
2085,132653.8
2086,117034.49
2087,119536.36
2088,109609.13
2089,90964.05
2090,130233.34
2091,121781.36
2092,125308.125
2093,126543.63
2094,129953.56
2095,141763.95
2096,94068.64
2097,98103.36
2098,138635.78
2099,84150.266
2100,114854.32
2101,126611.914
2102,133443.5
2103,101661.91
2104,130005.35
2105,131522.06
2106,81541.04
2107,192740.38
2108,114543.58
2109,111545.0
2110,130680.38
2111,142761.31
2112,136887.42
2113,120380.12
2114,117613.055
2115,143850.58
2116,115882.28
2117,141986.5
2118,123305.11
2119,110027.92
2120,112696.49
2121,110292.914
2122,107681.4
2123,95044.836
2124,159317.7
2125,127649.47
2126,143323.92
2127,142216.34
2128,129213.28
2129,105979.2
2130,134274.66
2131,137717.14
2132,116818.36
2133,117444.46
2134,117586.555
2135,98388.18
2136,87294.586
2137,126590.81
2138,136704.9
2139,148283.1
2140,135498.16
2141,138482.38
2142,135377.17
2143,140016.23
2144,126604.55
2145,135447.92
2146,150886.11
2147,178605.86
2148,132673.95
2149,137848.72
2150,216474.47
2151,111720.91
2152,155125.56
2153,145659.5
2154,113086.695
2155,130014.24
2156,239546.67
2157,229654.55
2158,235350.81
2159,216265.69
2160,181077.34
2161,249468.62
2162,369526.22
2163,313974.0
2164,245586.72
2165,186303.16
2166,143772.5
2167,205118.94
2168,210598.3
2169,202153.95
2170,222767.89
2171,154089.17
2172,138528.6
2173,162537.52
2174,229076.03
2175,275103.88
2176,303099.7
2177,248036.64
2178,216987.52
2179,142394.62
2180,211250.86
2181,196406.14
2182,232116.81
2183,198580.89
2184,130586.47
2185,128547.85
2186,139830.62
2187,143290.14
2188,146584.98
2189,195287.58
2190,94857.03
2191,95367.65
2192,99805.3
2193,95087.27
2194,103318.195
2195,118363.5
2196,110862.414
2197,116515.2
2198,144968.58
2199,150926.8
2200,151110.84
2201,156700.22
2202,189062.86
2203,165101.02
2204,178741.39
2205,132668.52
2206,142551.03
2207,217197.34
2208,224955.83
2209,206527.77
2210,117486.37
2211,112139.54
2212,109439.086
2213,105188.28
2214,132115.4
2215,99082.72
2216,141880.58
2217,88261.516
2218,99384.83
2219,83434.695
2220,87701.5
2221,312135.38
2222,259761.34
2223,269758.1
2224,202896.23
2225,142315.84
2226,172967.44
2227,203396.48
2228,272558.38
2229,234518.84
2230,162671.94
2231,214118.06
2232,181966.8
2233,182832.16
2234,235110.33
2235,219759.31
2236,268404.25
2237,345248.53
2238,198658.23
2239,120651.62
2240,158078.23
2241,151543.56
2242,125158.64
2243,125819.875
2244,97363.75
2245,96101.68
2246,147442.55
2247,97686.38
2248,121773.016
2249,124185.99
2250,130613.734
2251,120910.01
2252,163280.55
2253,166941.1
2254,178870.38
2255,189467.0
2256,177948.81
2257,211596.89
2258,169765.2
2259,179658.61
2260,158267.78
2261,190223.53
2262,210316.3
2263,336092.5
2264,420332.4
2265,165698.88
2266,276806.0
2267,370545.28
2268,363655.5
2269,164168.0
2270,177606.17
2271,221460.92
2272,201580.16
2273,169519.16
2274,176009.64
2275,170288.89
2276,179378.47
2277,189543.44
2278,148801.06
2279,125826.61
2280,122527.28
2281,173532.56
2282,179227.77
2283,100072.5
2284,110242.914
2285,140867.9
2286,127991.93
2287,326953.0
2288,274525.78
2289,366081.12
2290,407905.6
2291,330265.2
2292,393398.5
2293,445132.97
2294,376901.75
2295,447540.72
2296,292438.7
2297,304816.3
2298,325788.62
2299,361695.7
2300,330542.72
2301,292549.25
2302,252193.42
2303,255150.38
2304,256170.77
2305,191146.47
2306,194163.73
2307,193486.95
2308,224829.08
2309,277287.12
2310,217359.42
2311,201517.23
2312,177984.58
2313,177133.89
2314,180218.12
2315,177072.44
2316,195490.53
2317,180075.28
2318,177834.05
2319,178915.12
2320,179730.53
2321,235729.73
2322,183187.88
2323,179059.33
2324,174574.53
2325,213354.31
2326,174077.19
2327,220115.22
2328,226671.94
2329,185686.95
2330,178980.42
2331,347385.72
2332,364735.94
2333,314403.9
2334,275847.12
2335,274327.84
2336,329042.8
2337,203968.78
2338,267973.03
2339,225063.42
2340,374824.66
2341,216383.36
2342,228815.11
2343,222514.19
2344,246565.11
2345,237706.22
2346,211248.22
2347,202956.28
2348,228920.12
2349,180978.27
2350,278079.0
2351,249576.94
2352,240423.95
2353,258117.83
2354,131918.2
2355,162716.11
2356,157422.47
2357,202050.89
2358,199471.03
2359,130618.75
2360,120047.72
2361,134664.98
2362,265579.38
2363,135783.38
2364,146989.5
2365,211196.36
2366,192754.38
2367,227266.0
2368,206025.31
2369,226073.2
2370,173521.75
2371,171180.77
2372,190145.3
2373,256759.62
2374,279170.94
2375,243605.62
2376,273493.75
2377,345903.78
2378,151505.67
2379,208920.42
2380,153151.25
2381,164252.66
2382,181711.81
2383,198585.31
2384,233123.08
2385,159294.86
2386,142155.92
2387,139006.34
2388,111914.78
2389,129421.05
2390,146513.31
2391,137105.1
2392,112855.7
2393,160025.83
2394,142489.97
2395,182495.05
2396,148448.42
2397,183896.34
2398,124460.29
2399,76586.87
2400,84182.266
2401,113626.766
2402,138389.08
2403,137514.58
2404,150037.62
2405,158538.89
2406,135675.17
2407,128495.7
2408,140230.83
2409,137301.28
2410,164059.56
2411,122680.555
2412,152362.11
2413,139945.34
2414,135085.16
2415,134177.45
2416,130139.27
2417,127621.164
2418,126324.2
2419,130255.29
2420,126889.15
2421,145387.66
2422,113177.32
2423,132729.0
2424,150160.6
2425,201187.2
2426,129537.0
2427,134431.77
2428,159254.3
2429,115961.586
2430,131309.23
2431,123173.79
2432,133969.9
2433,144648.3
2434,144670.58
2435,146592.78
2436,111158.266
2437,114024.42
2438,128911.31
2439,117806.38
2440,120378.43
2441,104261.18
2442,105703.59
2443,114341.32
2444,122504.99
2445,99202.28
2446,127680.984
2447,199537.48
2448,135151.45
2449,112289.586
2450,141730.17
2451,130197.25
2452,196102.17
2453,98144.06
2454,122277.484
2455,111122.69
2456,130821.99
2457,123764.305
2458,115307.72
2459,109977.234
2460,133688.39
2461,118996.38
2462,131586.77
2463,118667.62
2464,145327.17
2465,131399.12
2466,113002.055
2467,141302.06
2468,91175.12
2469,91091.0
2470,165594.48
2471,167255.55
2472,153030.12
2473,120249.13
2474,101463.68
2475,198505.5
2476,120648.24
2477,131327.45
2478,156920.48
2479,121554.99
2480,141181.48
2481,122458.445
2482,129804.26
2483,117890.48
2484,126196.586
2485,125884.734
2486,148621.94
2487,177835.03
2488,141194.56
2489,151959.27
2490,148748.0
2491,101954.086
2492,186143.33
2493,145026.4
2494,149525.12
2495,100779.54
2496,224456.95
2497,140623.36
2498,113188.3
2499,93764.164
2500,129365.79
2501,131760.58
2502,139827.08
2503,107559.04
2504,182772.72
2505,220671.45
2506,257547.77
2507,301768.3
2508,256903.45
2509,227423.39
2510,218754.77
2511,188289.95
2512,211533.95
2513,218777.73
2514,232977.75
2515,149583.69
2516,174374.38
2517,134569.2
2518,143406.56
2519,224422.27
2520,213230.2
2521,195273.72
2522,218640.19
2523,129383.3
2524,138293.72
2525,142985.06
2526,136027.84
2527,121828.81
2528,127605.85
2529,135845.83
2530,125467.0
2531,242606.98
2532,229746.67
2533,200754.66
2534,225751.19
2535,278219.6
2536,231693.84
2537,218501.39
2538,189658.69
2539,187041.47
2540,179923.56
2541,185253.44
2542,176423.05
2543,125003.18
2544,123213.07
2545,131851.77
2546,140260.72
2547,131854.84
2548,152866.62
2549,151526.31
2550,485980.6
2551,140265.94
2552,118967.45
2553,93053.58
2554,113447.125
2555,105830.5
2556,105279.58
2557,113477.65
2558,157486.17
2559,144551.48
2560,149144.95
2561,146983.23
2562,153991.77
2563,159536.27
2564,179169.33
2565,145045.23
2566,163054.86
2567,142816.66
2568,188573.22
2569,186715.36
2570,117496.734
2571,193245.94
2572,161071.1
2573,219462.1
2574,292403.06
2575,126402.16
2576,133131.7
2577,148094.34
2578,95598.125
2579,81783.95
2580,130448.47
2581,126112.64
2582,119976.59
2583,282090.47
2584,163125.16
2585,188330.38
2586,203999.3
2587,184207.36
2588,143108.23
2589,143733.28
2590,216635.0
2591,216065.86
2592,221887.69
2593,238052.4
2594,177468.97
2595,202059.27
2596,328731.8
2597,194544.0
2598,271130.38
2599,314511.03
2600,156978.17
2601,139523.55
2602,84900.15
2603,95310.25
2604,87820.46
2605,83194.266
2606,144617.1
2607,174246.6
2608,185901.7
2609,155763.28
2610,113389.68
2611,149694.62
2612,148983.1
2613,124209.234
2614,122181.89
2615,147583.69
2616,134630.6
2617,164789.17
2618,171929.42
2619,195138.08
2620,183288.61
2621,186706.48
2622,189757.8
2623,242298.03
2624,265691.78
2625,317175.53
2626,167817.95
2627,173807.39
2628,377684.25
2629,478582.94
2630,323656.06
2631,429590.88
2632,366083.62
2633,297568.34
2634,381709.22
2635,158933.39
2636,189615.78
2637,175891.97
2638,253139.36
2639,188263.03
2640,157792.19
2641,108748.195
2642,185887.95
2643,108791.22
2644,132315.62
2645,100226.29
2646,94639.51
2647,98366.85
2648,142837.73
2649,143233.05
2650,134735.55
2651,148606.78
2652,414132.4
2653,272214.66
2654,263497.4
2655,367767.72
2656,320267.2
2657,317452.44
2658,282669.56
2659,301867.53
2660,333280.47
2661,340957.16
2662,350617.4
2663,288205.44
2664,270608.3
2665,315955.97
2666,281525.88
2667,175895.77
2668,181338.61
2669,175018.84
2670,266217.72
2671,182369.06
2672,188311.81
2673,205748.94
2674,204486.19
2675,176076.06
2676,185948.16
2677,198550.3
2678,253416.67
2679,284578.12
2680,288509.6
2681,360062.78
2682,317150.12
2683,481061.56
2684,313777.16
2685,329082.9
2686,258211.83
2687,305048.12
2688,227051.3
2689,206904.4
2690,404601.03
2691,195469.72
2692,143933.73
2693,196967.45
2694,137745.56
2695,192264.08
2696,187839.92
2697,186653.88
2698,196366.3
2699,182003.0
2700,166859.34
2701,163626.3
2702,118090.06
2703,135487.48
2704,140842.36
2705,124680.88
2706,119030.375
2707,126763.11
2708,131341.92
2709,118419.375
2710,128831.805
2711,274760.25
2712,344095.28
2713,179187.56
2714,154305.56
2715,170733.4
2716,166535.3
2717,182195.66
2718,230952.36
2719,164390.36
2720,162835.31
2721,142599.75
2722,160674.12
2723,146329.23
2724,131442.25
2725,135517.55
2726,146886.17
2727,162413.56
2728,161098.11
2729,155662.33
2730,147848.4
2731,121832.57
2732,121382.32
2733,156126.77
2734,144857.55
2735,136494.25
2736,144305.58
2737,124239.36
2738,133834.1
2739,161049.81
2740,133909.05
2741,146275.56
2742,154185.44
2743,146806.11
2744,145743.78
2745,137733.4
2746,133217.3
2747,145350.17
2748,129114.38
2749,128550.336
2750,134080.88
2751,127362.65
2752,221073.33
2753,147893.64
2754,195003.56
2755,129714.48
2756,101967.516
2757,90927.34
2758,92615.51
2759,141274.8
2760,129644.555
2761,146996.97
2762,147029.8
2763,167764.4
2764,162467.92
2765,216932.05
2766,136906.89
2767,93037.08
2768,133743.27
2769,135829.42
2770,146601.42
2771,117343.25
2772,124684.2
2773,160299.92
2774,135321.34
2775,131312.27
2776,134327.39
2777,146733.81
2778,114416.71
2779,144621.94
2780,106254.54
2781,99913.195
2782,99068.234
2783,112766.43
2784,120785.3
2785,134719.92
2786,80478.016
2787,115732.67
2788,88221.45
2789,166514.2
2790,99205.06
2791,114350.625
2792,82107.26
2793,148377.69
2794,111385.25
2795,122485.41
2796,103230.05
2797,169919.42
2798,113008.84
2799,114443.32
2800,81990.766
2801,109510.65
2802,132300.95
2803,152796.22
2804,135751.6
2805,97567.336
2806,92291.305
2807,142676.5
2808,146019.38
2809,132151.5
2810,135070.34
2811,152771.14
2812,142879.28
2813,158746.8
2814,158232.67
2815,107427.57
2816,233380.6
2817,150735.64
2818,128695.22
2819,180236.16
2820,136827.42
2821,105862.61
2822,167608.23
2823,231453.05
2824,169086.03
2825,143085.8
2826,124239.875
2827,131397.56
2828,229694.14
2829,190099.4
2830,234400.5
2831,192514.3
2832,234662.95
2833,282835.38
2834,216449.12
2835,217821.28
2836,199657.33
2837,178793.3
2838,144877.5
2839,181490.7
2840,196008.17
2841,207510.42
2842,224366.08
2843,153854.53
2844,162546.77
2845,123751.71
2846,216004.81
2847,201580.5
2848,201151.56
2849,215840.48
2850,261265.94
2851,228206.81
2852,224981.0
2853,242528.88
2854,139583.45
2855,204747.14
2856,205530.1
2857,193246.58
2858,199364.55
2859,135012.53
2860,120576.99
2861,132298.06
2862,183870.97
2863,120072.73
2864,232333.3
2865,138440.61
2866,143191.3
2867,95635.82
2868,108176.28
2869,116943.49
2870,141953.75
2871,99343.34
2872,78425.88
2873,109143.305
2874,134488.94
2875,125438.08
2876,151126.61
2877,137690.0
2878,170268.52
2879,136550.31
2880,110314.3
2881,162356.2
2882,166825.19
2883,177432.3
2884,177369.52
2885,183517.5
2886,209464.33
2887,104396.91
2888,123963.16
2889,68656.08
2890,89014.734
2891,133754.88
2892,74773.24
2893,106353.97
2894,80460.65
2895,315137.28
2896,290285.8
2897,186794.27
2898,150546.92
2899,211398.67
2900,153777.45
2901,195607.0
2902,188499.78
2903,333540.72
2904,337305.72
2905,113227.695
2906,193884.66
2907,113265.17
2908,126066.484
2909,150640.16
2910,84725.29
2911,84856.45
2912,149218.12
2913,86641.97
2914,81920.25
2915,83841.15
2916,85338.92
2917,158374.23
2918,116173.97
2919,205721.77
